step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[8, 8]","[7, 8]",1,up,-0.21000000000000002,running,1,4.0,11
2,"[7, 8]","[6, 8]",1,up,-0.2,running,2,3.0,10
3,"[6, 8]","[6, 7]",3,left,-0.19,running,3,3.0,9
4,"[6, 7]","[5, 7]",1,up,-0.18,running,4,3.0,8
5,"[5, 7]","[5, 6]",3,left,-0.17,running,5,3.0,7
6,"[5, 6]","[4, 6]",1,up,-0.16,running,6,3.0,6
7,"[4, 6]","[3, 6]",1,up,-0.15000000000000002,running,7,2.0,5
8,"[3, 6]","[3, 5]",3,left,-0.14,running,8,2.0,4
9,"[3, 5]","[3, 4]",3,left,-0.13,running,9,4.0,3
10,"[3, 4]","[2, 4]",1,up,-0.12000000000000001,running,10,3.0,2
11,"[2, 4]","[2, 3]",3,left,-0.11,running,11,3.0,1
12,"[2, 3]","[2, 2]",3,left,-0.12000000000000001,running,12,3.0,2
13,"[2, 2]","[2, 3]",4,right,-0.11,running,13,5.0,1
14,"[2, 3]","[2, 2]",3,left,-0.12000000000000001,running,14,3.0,2
15,"[2, 2]","[2, 3]",4,right,-0.11,running,15,3.0,1
16,"[2, 3]","[1, 3]",1,up,9.9,success,16,3.0,0
